Year,Province,Pathogen,Antibiotic,Hospital_ID,Samples_Tested,Resistant_Isolates,Resistance_Rate,Population,GDP_Per_Capita,Healthcare_Expenditure
2017,Sindh,S.pneumoniae,Ciprofloxacin,H004,533,17,3.189493433395872,48000000,1621.4565520640463,3.738421646412462
2018,Sindh,S.pneumoniae,Ciprofloxacin,H015,428,96,22.429906542056074,48000000,1464.4956020638347,3.030039834207855
2019,Sindh,S.pneumoniae,Ciprofloxacin,H022,417,34,8.15347721822542,48000000,1394.6396579034626,3.3228831144515425
2020,Sindh,S.pneumoniae,Ciprofloxacin,H049,733,168,22.919508867667123,48000000,1208.348081074655,2.7580202779499814
2021,Sindh,S.pneumoniae,Ciprofloxacin,H024,286,31,10.839160839160838,48000000,1353.5682966001332,2.899045476107858
2022,Sindh,S.pneumoniae,Ciprofloxacin,H039,797,164,20.5771643663739,48000000,1362.7894473262131,3.4096237377962098
2023,Sindh,S.pneumoniae,Ciprofloxacin,H047,697,198,28.407460545193686,48000000,1390.7301489729434,3.4486773300450295
2024,Sindh,S.pneumoniae,Ciprofloxacin,H037,131,71,54.19847328244275,48000000,1250.4324634093791,3.4760164523031563
2015,KPK,S.pneumoniae,Ciprofloxacin,H046,201,21,10.44776119402985,35000000,1745.1392438728362,3.872118999948725
2016,KPK,S.pneumoniae,Ciprofloxacin,H047,715,231,32.30769230769231,35000000,1411.6103938780725,2.6913238898850977
2017,KPK,S.pneumoniae,Ciprofloxacin,H015,223,18,8.071748878923767,35000000,1763.3026367984712,3.681661237264052
2018,KPK,S.pneumoniae,Ciprofloxacin,H016,549,80,14.571948998178508,35000000,1788.0104048643261,2.633158297976479
2019,KPK,S.pneumoniae,Ciprofloxacin,H019,740,81,10.945945945945947,35000000,1277.3300031200051,3.4088344691554084
2020,KPK,S.pneumoniae,Ciprofloxacin,H008,501,54,10.778443113772456,35000000,1532.9813146032393,3.3596058866241947
2021,KPK,S.pneumoniae,Ciprofloxacin,H031,170,42,24.705882352941178,35000000,1544.280804740265,3.4511627183528617
2022,KPK,S.pneumoniae,Ciprofloxacin,H037,958,248,25.887265135699373,35000000,1341.6152359452099,2.809632752323523
2023,KPK,S.pneumoniae,Ciprofloxacin,H039,682,65,9.530791788856305,35000000,1602.5998618919402,3.212227209354751
2024,KPK,S.pneumoniae,Ciprofloxacin,H048,647,109,16.846986089644513,35000000,1687.7494839951396,3.8669045799179003
2015,Balochistan,S.pneumoniae,Ciprofloxacin,H016,936,50,5.3418803418803416,12000000,1246.934834914282,2.744616948766634
2016,Balochistan,S.pneumoniae,Ciprofloxacin,H009,686,151,22.011661807580175,12000000,1613.0511864088476,2.701155793853104
2017,Balochistan,S.pneumoniae,Ciprofloxacin,H011,482,102,21.16182572614108,12000000,1559.5594487618655,3.626399487257004
2018,Balochistan,S.pneumoniae,Ciprofloxacin,H043,382,67,17.539267015706805,12000000,1480.7876518461853,2.5910537579329684
2019,Balochistan,S.pneumoniae,Ciprofloxacin,H030,653,219,33.537519142419605,12000000,1402.0458769518882,3.1736373176099733
2020,Balochistan,S.pneumoniae,Ciprofloxacin,H010,686,127,18.513119533527696,12000000,1445.9798769559711,3.208236020174809
2021,Balochistan,S.pneumoniae,Ciprofloxacin,H034,511,133,26.027397260273972,12000000,1221.5345333330333,2.6199169578030705
2022,Balochistan,S.pneumoniae,Ciprofloxacin,H038,644,83,12.888198757763975,12000000,1465.2982458472252,3.520164288696833
2023,Balochistan,S.pneumoniae,Ciprofloxacin,H020,990,457,46.16161616161616,12000000,1659.2108940705657,2.9110345072112978
2024,Balochistan,S.pneumoniae,Ciprofloxacin,H046,717,176,24.546722454672246,12000000,1482.919040741399,3.3434961083112285
2015,Islamabad,S.pneumoniae,Ciprofloxacin,H014,643,51,7.931570762052877,2000000,1379.5939126051962,3.0251902564195916
2016,Islamabad,S.pneumoniae,Ciprofloxacin,H006,348,34,9.770114942528735,2000000,1639.3298686947674,3.177851657848805
2017,Islamabad,S.pneumoniae,Ciprofloxacin,H018,954,355,37.21174004192872,2000000,1240.0192526634783,3.6452717676293105
2018,Islamabad,S.pneumoniae,Ciprofloxacin,H002,696,76,10.919540229885058,2000000,1530.47379325144,3.4713731618830934
2019,Islamabad,S.pneumoniae,Ciprofloxacin,H008,399,68,17.042606516290725,2000000,1789.9827914312482,3.8052291659405455
2020,Islamabad,S.pneumoniae,Ciprofloxacin,H011,289,52,17.99307958477509,2000000,1359.1237123589963,2.831693582353182
2021,Islamabad,S.pneumoniae,Ciprofloxacin,H021,707,209,29.56152758132956,2000000,1673.3648613095284,2.711177058983594
2022,Islamabad,S.pneumoniae,Ciprofloxacin,H007,139,42,30.215827338129497,2000000,1678.7784945219755,3.38467748160474
2023,Islamabad,S.pneumoniae,Ciprofloxacin,H023,690,114,16.52173913043478,2000000,1727.4815873242915,3.588137382408604
2024,Islamabad,S.pneumoniae,Ciprofloxacin,H008,835,67,8.023952095808383,2000000,1345.4773829318583,2.803342923987657
2015,Punjab,E.coli,Ceftriaxone,H010,298,84,28.187919463087248,110000000,1535.7172929681838,3.3941760170273483
2016,Punjab,E.coli,Ceftriaxone,H037,881,256,29.05788876276958,110000000,1742.8641317412257,2.8158767299028113
2017,Punjab,E.coli,Ceftriaxone,H017,461,51,11.062906724511931,110000000,1204.9191415775567,2.8719727736897767
2018,Punjab,E.coli,Ceftriaxone,H006,915,273,29.836065573770494,110000000,1298.0995350982994,3.3137389693874866
2019,Punjab,E.coli,Ceftriaxone,H040,700,145,20.714285714285715,110000000,1355.8969950769097,2.8500962243415415
2020,Punjab,E.coli,Ceftriaxone,H006,358,63,17.59776536312849,110000000,1663.6592582333833,3.4894512492464855
2021,Punjab,E.coli,Ceftriaxone,H047,985,254,25.78680203045685,110000000,1242.6521765068173,2.6666015167720616
2022,Punjab,E.coli,Ceftriaxone,H028,890,182,20.44943820224719,110000000,1737.4604049604386,2.7885854735504836
2023,Punjab,E.coli,Ceftriaxone,H032,686,208,30.32069970845481,110000000,1388.9748418238014,3.7160451371455565
2024,Punjab,E.coli,Ceftriaxone,H049,416,106,25.48076923076923,110000000,1733.5085088852793,2.5906802945537493
2015,Sindh,E.coli,Ceftriaxone,H035,734,97,13.215258855585832,48000000,1565.2566129807383,3.523190838168375
2016,Sindh,E.coli,Ceftriaxone,H028,450,47,10.444444444444445,48000000,1473.208761960268,2.7285449906485155
2017,Sindh,E.coli,Ceftriaxone,H047,417,68,16.30695443645084,48000000,1620.9446326363832,2.7244650395587087
2018,Sindh,E.coli,Ceftriaxone,H020,806,213,26.426799007444167,48000000,1653.3565061632544,2.5341087681008503
2019,Sindh,E.coli,Ceftriaxone,H001,866,178,20.554272517321014,48000000,1516.684505995363,3.039611247833818
2020,Sindh,E.coli,Ceftriaxone,H005,287,54,18.81533101045296,48000000,1209.7637557424605,3.3269919687882066
2021,Sindh,E.coli,Ceftriaxone,H011,446,93,20.85201793721973,48000000,1246.0346227046102,2.7257696370361373
2022,Sindh,E.coli,Ceftriaxone,H047,148,32,21.62162162162162,48000000,1602.938404865563,3.5809725975850597
2023,Sindh,E.coli,Ceftriaxone,H020,956,111,11.610878661087867,48000000,1631.2714555766433,3.313693618751131
2024,Sindh,E.coli,Ceftriaxone,H002,895,173,19.329608938547484,48000000,1473.8924880512059,3.9463325784308836
2015,KPK,E.coli,Ceftriaxone,H048,473,98,20.718816067653275,35000000,1334.0724796056747,3.9192476286552846
2016,KPK,E.coli,Ceftriaxone,H010,816,110,13.480392156862745,35000000,1635.4130705818534,2.7781992236850783
2017,KPK,E.coli,Ceftriaxone,H049,911,87,9.549945115257959,35000000,1210.538508463651,3.2281653011450544
2018,KPK,E.coli,Ceftriaxone,H007,844,177,20.971563981042653,35000000,1525.9819243568927,2.9774072155123577
2019,KPK,E.coli,Ceftriaxone,H038,406,44,10.83743842364532,35000000,1248.7977208569646,3.739411921123974
2020,KPK,E.coli,Ceftriaxone,H044,642,125,19.470404984423677,35000000,1741.3829065393656,3.1851940667256713
2021,KPK,E.coli,Ceftriaxone,H036,329,60,18.237082066869302,35000000,1671.3177664205432,3.9545165254967287
2022,KPK,E.coli,Ceftriaxone,H023,944,145,15.360169491525424,35000000,1459.349515568465,3.3908466084394604
2023,KPK,E.coli,Ceftriaxone,H034,686,203,29.591836734693878,35000000,1568.4314958751202,3.98323389980942
2024,KPK,E.coli,Ceftriaxone,H024,796,147,18.467336683417084,35000000,1661.0677476972342,2.8185012937756255
2015,Balochistan,E.coli,Ceftriaxone,H004,657,70,10.6544901065449,12000000,1329.0571049787104,2.642207529512234
2016,Balochistan,E.coli,Ceftriaxone,H029,406,70,17.24137931034483,12000000,1474.6851617004722,3.735462285229005
2017,Balochistan,E.coli,Ceftriaxone,H023,671,65,9.687034277198212,12000000,1200.0562452245504,2.924211533390917
2018,Balochistan,E.coli,Ceftriaxone,H011,929,341,36.706135629709365,12000000,1646.4069264940917,3.028132121777162
2019,Balochistan,E.coli,Ceftriaxone,H033,984,255,25.914634146341463,12000000,1635.5773674789816,3.497158700134605
2020,Balochistan,E.coli,Ceftriaxone,H050,922,194,21.0412147505423,12000000,1265.4670069925487,3.7565947838593274
2021,Balochistan,E.coli,Ceftriaxone,H048,213,18,8.450704225352112,12000000,1628.905658237636,3.541649063350633
2022,Balochistan,E.coli,Ceftriaxone,H003,889,299,33.63329583802025,12000000,1636.7590076755732,2.5774501058040187
2023,Balochistan,E.coli,Ceftriaxone,H033,856,314,36.68224299065421,12000000,1456.1847939155996,3.240167323849164
2024,Balochistan,E.coli,Ceftriaxone,H030,111,40,36.03603603603604,12000000,1409.0518239419907,3.1533407936803997
2015,Islamabad,E.coli,Ceftriaxone,H034,982,140,14.25661914460285,2000000,1335.186755983159,3.8561844275100157
2016,Islamabad,E.coli,Ceftriaxone,H002,655,71,10.839694656488549,2000000,1592.1061790082604,3.4528659891802818
2017,Islamabad,E.coli,Ceftriaxone,H040,573,37,6.457242582897033,2000000,1246.3182899169624,2.904896646621637
2018,Islamabad,E.coli,Ceftriaxone,H020,967,168,17.37331954498449,2000000,1314.4201807212085,2.966938280966133
2019,Islamabad,E.coli,Ceftriaxone,H014,928,284,30.603448275862068,2000000,1369.5653575938195,3.1962374431313947
2020,Islamabad,E.coli,Ceftriaxone,H025,319,68,21.316614420062695,2000000,1623.5802297480404,2.9741211036453024
2021,Islamabad,E.coli,Ceftriaxone,H045,602,70,11.627906976744185,2000000,1412.6992486417294,3.6031065998831764
2022,Islamabad,E.coli,Ceftriaxone,H007,990,560,56.56565656565656,2000000,1799.167238501832,2.8927350101293996
2023,Islamabad,E.coli,Ceftriaxone,H040,563,112,19.893428063943162,2000000,1304.9720057286322,3.7186606157338247
2024,Islamabad,E.coli,Ceftriaxone,H035,276,86,31.15942028985507,2000000,1762.96994285658,3.311778183444403
2015,Punjab,K.pneumoniae,Ceftriaxone,H031,271,44,16.236162361623617,110000000,1287.022873107344,3.9445224669761956
2016,Punjab,K.pneumoniae,Ceftriaxone,H022,421,43,10.21377672209026,110000000,1701.9302449654788,3.8448689099168405
2017,Punjab,K.pneumoniae,Ceftriaxone,H016,264,39,14.772727272727273,110000000,1714.2192443367094,3.207939394051209
2018,Punjab,K.pneumoniae,Ceftriaxone,H022,374,63,16.844919786096256,110000000,1360.7719506137073,2.7292705110739917
2019,Punjab,K.pneumoniae,Ceftriaxone,H029,176,41,23.295454545454543,110000000,1379.5294031035155,2.8741217717761174
2020,Punjab,K.pneumoniae,Ceftriaxone,H033,202,59,29.207920792079207,110000000,1576.4139938168228,3.190851643914357
2021,Punjab,K.pneumoniae,Ceftriaxone,H044,193,59,30.569948186528496,110000000,1580.8029999956489,3.375879362458363
2022,Punjab,K.pneumoniae,Ceftriaxone,H050,155,28,18.064516129032256,110000000,1462.2570629697293,2.972052485914901
2023,Punjab,K.pneumoniae,Ceftriaxone,H031,488,176,36.0655737704918,110000000,1561.3802914973348,2.8227004753425717
2024,Punjab,K.pneumoniae,Ceftriaxone,H046,243,83,34.15637860082305,110000000,1214.1390383709222,3.8818030094262213
2015,Sindh,K.pneumoniae,Ceftriaxone,H008,719,42,5.84144645340751,48000000,1601.8190952949226,3.7559893631841987
2016,Sindh,K.pneumoniae,Ceftriaxone,H024,201,25,12.437810945273633,48000000,1443.060028553009,3.9595833007479087
2017,Sindh,K.pneumoniae,Ceftriaxone,H030,667,166,24.887556221889056,48000000,1386.8933738674968,2.7044033398851752
2018,Sindh,K.pneumoniae,Ceftriaxone,H023,125,5,4,48000000,1425.478243175894,3.5375807742821053
2019,Sindh,K.pneumoniae,Ceftriaxone,H037,591,80,13.536379018612521,48000000,1630.0573399756104,3.980278181959875
2020,Sindh,K.pneumoniae,Ceftriaxone,H032,272,74,27.205882352941174,48000000,1478.5742995329201,3.2896522518713027
2021,Sindh,K.pneumoniae,Ceftriaxone,H017,393,96,24.427480916030532,48000000,1534.256095904857,3.7243137393379584
2022,Sindh,K.pneumoniae,Ceftriaxone,H026,621,82,13.20450885668277,48000000,1378.4163429401815,3.871104576275684
2023,Sindh,K.pneumoniae,Ceftriaxone,H043,523,172,32.88718929254302,48000000,1731.4090470783412,3.0159127577207983
2024,Sindh,K.pneumoniae,Ceftriaxone,H023,621,126,20.28985507246377,48000000,1645.6465455237776,2.983268012991175
2015,KPK,K.pneumoniae,Ceftriaxone,H026,137,7,5.109489051094891,35000000,1534.116339823231,2.790273056947626
2016,KPK,K.pneumoniae,Ceftriaxone,H036,830,26,3.132530120481928,35000000,1783.4887701552361,3.2160162064246833
2017,KPK,K.pneumoniae,Ceftriaxone,H045,918,182,19.825708061002178,35000000,1344.1245499067008,3.7261228163260967
2018,KPK,K.pneumoniae,Ceftriaxone,H008,314,50,15.92356687898089,35000000,1725.653571775183,3.779790216940455
2019,KPK,K.pneumoniae,Ceftriaxone,H015,596,107,17.953020134228186,35000000,1768.8618742860854,3.8661039108410478
2020,KPK,K.pneumoniae,Ceftriaxone,H036,921,323,35.070575461454936,35000000,1647.2594979219139,3.313142895232886
2021,KPK,K.pneumoniae,Ceftriaxone,H045,952,132,13.865546218487395,35000000,1435.0723557639867,2.518831879948266
2022,KPK,K.pneumoniae,Ceftriaxone,H003,421,52,12.351543942992874,35000000,1513.1749704480171,2.9758695504860952
2023,KPK,K.pneumoniae,Ceftriaxone,H039,826,143,17.312348668280872,35000000,1544.0799662377685,3.957185535109602
2024,KPK,K.pneumoniae,Ceftriaxone,H033,547,114,20.840950639853748,35000000,1518.1103945709765,3.3600701993564144
2015,Balochistan,K.pneumoniae,Ceftriaxone,H038,758,248,32.71767810026385,12000000,1768.3875863905996,2.9456206847680733
2016,Balochistan,K.pneumoniae,Ceftriaxone,H045,983,203,20.651068158697864,12000000,1725.8823256473988,2.9908131210831925
2017,Balochistan,K.pneumoniae,Ceftriaxone,H026,944,99,10.48728813559322,12000000,1573.869480052963,2.7055371166206896
2018,Balochistan,K.pneumoniae,Ceftriaxone,H028,132,27,20.454545454545457,12000000,1740.010246122256,3.9538786431076005
2019,Balochistan,K.pneumoniae,Ceftriaxone,H026,905,103,11.38121546961326,12000000,1652.8133552055806,3.3088085701456293
2020,Balochistan,K.pneumoniae,Ceftriaxone,H017,675,76,11.25925925925926,12000000,1366.1658557597548,3.0261654877103865
2021,Balochistan,K.pneumoniae,Ceftriaxone,H023,264,69,26.136363636363637,12000000,1204.6322564128786,3.0218489598482847
2022,Balochistan,K.pneumoniae,Ceftriaxone,H038,298,99,33.22147651006711,12000000,1697.3363453987986,3.739880087785423
2023,Balochistan,K.pneumoniae,Ceftriaxone,H010,637,112,17.582417582417584,12000000,1265.7861665356904,3.852246342576109
2024,Balochistan,K.pneumoniae,Ceftriaxone,H045,274,30,10.948905109489052,12000000,1271.0296939127147,3.2506824161391705
2015,Islamabad,K.pneumoniae,Ceftriaxone,H038,840,135,16.071428571428573,2000000,1294.099921407178,3.618798876996152
2016,Islamabad,K.pneumoniae,Ceftriaxone,H041,904,138,15.265486725663715,2000000,1269.9009305331856,3.8624480271246284
2017,Islamabad,K.pneumoniae,Ceftriaxone,H008,131,18,13.740458015267176,2000000,1563.4127012919635,2.871750480378978
2018,Islamabad,K.pneumoniae,Ceftriaxone,H001,222,14,6.306306306306306,2000000,1766.838844679296,3.736002867342904
2019,Islamabad,K.pneumoniae,Ceftriaxone,H016,656,166,25.304878048780488,2000000,1641.7988510336727,3.651114392094314
2020,Islamabad,K.pneumoniae,Ceftriaxone,H002,907,168,18.5226019845645,2000000,1508.8399720843881,2.88737162866164
2021,Islamabad,K.pneumoniae,Ceftriaxone,H040,854,86,10.070257611241217,2000000,1248.8297373522073,3.097155020222999
2022,Islamabad,K.pneumoniae,Ceftriaxone,H014,964,221,22.925311203319502,2000000,1508.0847258679569,3.4165754850255325
2023,Islamabad,K.pneumoniae,Ceftriaxone,H012,135,26,19.25925925925926,2000000,1674.1060348693281,3.2228426637593657
2024,Islamabad,K.pneumoniae,Ceftriaxone,H026,283,97,34.275618374558306,2000000,1701.7294156830758,3.1630497330334038
2015,Punjab,S.aureus,Ceftriaxone,H008,661,41,6.202723146747353,110000000,1799.835058255121,3.3200852788286284
2016,Punjab,S.aureus,Ceftriaxone,H041,167,29,17.365269461077844,110000000,1453.2288843300194,3.5386622888036072
2017,Punjab,S.aureus,Ceftriaxone,H008,651,95,14.592933947772657,110000000,1708.4549064282328,3.203018491505645
2018,Punjab,S.aureus,Ceftriaxone,H009,383,65,16.971279373368144,110000000,1319.154667435214,3.2222669499460608
2019,Punjab,S.aureus,Ceftriaxone,H033,539,80,14.842300556586272,110000000,1310.3942246641964,2.7132822714047506
2020,Punjab,S.aureus,Ceftriaxone,H003,440,68,15.454545454545453,110000000,1533.012593491003,3.521413033362478
2021,Punjab,S.aureus,Ceftriaxone,H040,921,185,20.08686210640608,110000000,1269.315003650263,3.934026285307482
2022,Punjab,S.aureus,Ceftriaxone,H002,666,105,15.765765765765765,110000000,1226.2556662783027,3.180157466675155
2023,Punjab,S.aureus,Ceftriaxone,H001,732,141,19.262295081967213,110000000,1357.2144106496125,2.8602535106474534
2024,Punjab,S.aureus,Ceftriaxone,H009,263,70,26.61596958174905,110000000,1390.9782387781888,3.745560309034772
2015,Sindh,S.aureus,Ceftriaxone,H007,913,81,8.87185104052574,48000000,1766.7738036252558,2.7799723234493285
2016,Sindh,S.aureus,Ceftriaxone,H013,511,67,13.111545988258316,48000000,1462.6348905265331,3.434384628199041
2017,Sindh,S.aureus,Ceftriaxone,H029,450,122,27.111111111111114,48000000,1472.336065582931,2.6185313219903037
2018,Sindh,S.aureus,Ceftriaxone,H020,111,15,13.513513513513514,48000000,1244.7431119624525,2.641164412489161
2019,Sindh,S.aureus,Ceftriaxone,H014,110,5,4.545454545454546,48000000,1424.1109869908541,3.5175416799029335
2020,Sindh,S.aureus,Ceftriaxone,H016,315,41,13.015873015873018,48000000,1543.9758333843201,3.237595975981094
2021,Sindh,S.aureus,Ceftriaxone,H007,129,25,19.379844961240313,48000000,1714.969428582117,2.7756199217401445
2022,Sindh,S.aureus,Ceftriaxone,H036,494,56,11.336032388663968,48000000,1339.11636848934,3.052278279210441
2023,Sindh,S.aureus,Ceftriaxone,H045,865,121,13.988439306358384,48000000,1774.3603084702045,2.983496476779692
2024,Sindh,S.aureus,Ceftriaxone,H012,315,28,8.88888888888889,48000000,1720.4262232873589,3.8018235749332234
2015,KPK,S.aureus,Ceftriaxone,H025,884,166,18.778280542986426,35000000,1334.03535252437,3.330500714830123
2016,KPK,S.aureus,Ceftriaxone,H027,581,82,14.113597246127366,35000000,1433.6034488864243,2.6870927355485037
2017,KPK,S.aureus,Ceftriaxone,H013,173,49,28.32369942196532,35000000,1569.2825668025762,3.02749379130546
2018,KPK,S.aureus,Ceftriaxone,H020,409,105,25.67237163814181,35000000,1282.5818305369467,2.530641513178125
2019,KPK,S.aureus,Ceftriaxone,H010,999,210,21.02102102102102,35000000,1362.838395824656,3.116319347755052
2020,KPK,S.aureus,Ceftriaxone,H030,681,106,15.565345080763581,35000000,1556.7201415076852,3.519987406441942
2021,KPK,S.aureus,Ceftriaxone,H041,813,152,18.696186961869618,35000000,1296.47724092938,3.3290343689732254
2022,KPK,S.aureus,Ceftriaxone,H012,822,213,25.91240875912409,35000000,1487.2675366234034,3.740340947522782
2023,KPK,S.aureus,Ceftriaxone,H008,713,244,34.22159887798036,35000000,1709.6427567768842,3.6639830553904176
2024,KPK,S.aureus,Ceftriaxone,H007,350,98,28.000000000000004,35000000,1509.6480923239142,3.5120400295127183
2015,Balochistan,S.aureus,Ceftriaxone,H015,780,177,22.692307692307693,12000000,1423.6231353599578,3.9637969253817573
2016,Balochistan,S.aureus,Ceftriaxone,H019,191,36,18.848167539267017,12000000,1551.1761599220335,3.8679061922011897
2017,Balochistan,S.aureus,Ceftriaxone,H049,735,114,15.510204081632653,12000000,1635.7836997602135,2.7454170817509294
2018,Balochistan,S.aureus,Ceftriaxone,H043,987,80,8.105369807497468,12000000,1408.0696617253125,3.724689688999206
2019,Balochistan,S.aureus,Ceftriaxone,H039,659,100,15.174506828528072,12000000,1296.6605687979609,3.7895036758854985
2020,Balochistan,S.aureus,Ceftriaxone,H023,336,33,9.821428571428571,12000000,1423.1932021211833,2.764157896512188
2021,Balochistan,S.aureus,Ceftriaxone,H035,940,227,24.148936170212764,12000000,1560.3030164726079,3.696187727851793
2022,Balochistan,S.aureus,Ceftriaxone,H006,866,215,24.82678983833718,12000000,1644.9052600655705,3.7359255058690906
2023,Balochistan,S.aureus,Ceftriaxone,H007,362,101,27.900552486187845,12000000,1210.0592216011137,2.5030499499989673
2024,Balochistan,S.aureus,Ceftriaxone,H004,278,79,28.41726618705036,12000000,1768.8621112145483,2.9170083423377946
2015,Islamabad,S.aureus,Ceftriaxone,H010,507,61,12.03155818540434,2000000,1278.391245380044,3.2146089875604957
2016,Islamabad,S.aureus,Ceftriaxone,H017,949,109,11.485774499473129,2000000,1216.2427847273648,3.7981587630929425
2017,Islamabad,S.aureus,Ceftriaxone,H048,955,100,10.471204188481675,2000000,1706.5416182857007,3.558939646463841
2018,Islamabad,S.aureus,Ceftriaxone,H008,427,26,6.0889929742388755,2000000,1467.6221801899374,3.759424365242012
2019,Islamabad,S.aureus,Ceftriaxone,H003,803,125,15.566625155666253,2000000,1350.936345756054,3.926969117135741
2020,Islamabad,S.aureus,Ceftriaxone,H044,927,163,17.583603020496223,2000000,1701.827110676095,3.2202184763737023
2021,Islamabad,S.aureus,Ceftriaxone,H046,115,77,66.95652173913044,2000000,1485.1456000003964,2.620929366676137
2022,Islamabad,S.aureus,Ceftriaxone,H037,479,195,40.709812108559504,2000000,1271.4941386599094,3.7858383614802733
2023,Islamabad,S.aureus,Ceftriaxone,H014,658,195,29.635258358662615,2000000,1272.6166517939419,3.1271642815554515
2024,Islamabad,S.aureus,Ceftriaxone,H028,565,105,18.58407079646018,2000000,1727.014279179275,3.091583660338074
2015,Punjab,A.baumannii,Ceftriaxone,H006,672,28,4.166666666666666,110000000,1230.731978919357,2.527291912934743
2016,Punjab,A.baumannii,Ceftriaxone,H009,596,123,20.63758389261745,110000000,1411.3556992728263,3.7659896868281066
2017,Punjab,A.baumannii,Ceftriaxone,H033,929,103,11.08719052744887,110000000,1448.7381064798683,3.5300666072871536
2018,Punjab,A.baumannii,Ceftriaxone,H046,764,164,21.465968586387437,110000000,1656.2702374532819,2.5158147691981867
2019,Punjab,A.baumannii,Ceftriaxone,H019,819,166,20.268620268620268,110000000,1617.179446388036,3.830949156661518
2020,Punjab,A.baumannii,Ceftriaxone,H037,424,61,14.38679245283019,110000000,1757.8366002067924,2.719808849040419
2021,Punjab,A.baumannii,Ceftriaxone,H034,890,156,17.528089887640448,110000000,1298.582008201629,3.311136102420278
2022,Punjab,A.baumannii,Ceftriaxone,H001,166,35,21.084337349397593,110000000,1689.3365709576756,3.3379809585167095
2023,Punjab,A.baumannii,Ceftriaxone,H028,169,28,16.56804733727811,110000000,1532.4899679981172,3.641776103293523
2024,Punjab,A.baumannii,Ceftriaxone,H030,603,162,26.865671641791046,110000000,1732.6117645483464,2.9571920438902453
2015,Sindh,A.baumannii,Ceftriaxone,H004,572,50,8.741258741258742,48000000,1763.2537835743278,2.767625004402362
2016,Sindh,A.baumannii,Ceftriaxone,H026,502,114,22.709163346613543,48000000,1208.1768995616585,2.5057235235581174
2017,Sindh,A.baumannii,Ceftriaxone,H011,622,84,13.504823151125404,48000000,1449.4848174043,3.7954376498237252
2018,Sindh,A.baumannii,Ceftriaxone,H005,846,114,13.47517730496454,48000000,1260.8668007422239,2.8026909006293863
2019,Sindh,A.baumannii,Ceftriaxone,H036,836,130,15.550239234449762,48000000,1478.8474973291159,3.2236557649448514
2020,Sindh,A.baumannii,Ceftriaxone,H019,801,110,13.732833957553058,48000000,1631.7222028970718,3.920097691938281
2021,Sindh,A.baumannii,Ceftriaxone,H035,427,144,33.723653395784545,48000000,1477.2126308642328,3.3663029053714126
2022,Sindh,A.baumannii,Ceftriaxone,H033,682,144,21.114369501466275,48000000,1308.7232620920986,2.6700608514947817
2023,Sindh,A.baumannii,Ceftriaxone,H039,690,167,24.20289855072464,48000000,1546.732597053051,3.2896018899045885
2024,Sindh,A.baumannii,Ceftriaxone,H005,710,190,26.76056338028169,48000000,1374.3103010114282,3.349435899988748
2015,KPK,A.baumannii,Ceftriaxone,H023,106,14,13.20754716981132,35000000,1639.6248665638268,3.5189811215968803
2016,KPK,A.baumannii,Ceftriaxone,H041,355,53,14.929577464788732,35000000,1750.1128771807998,2.9660333228530362
2017,KPK,A.baumannii,Ceftriaxone,H025,112,44,39.285714285714285,35000000,1355.3354091010988,3.5252425286453217
2018,KPK,A.baumannii,Ceftriaxone,H049,951,115,12.092534174553101,35000000,1527.821717876941,3.260959923733026
2019,KPK,A.baumannii,Ceftriaxone,H021,812,118,14.532019704433496,35000000,1658.9852680452168,3.6972575223771855
2020,KPK,A.baumannii,Ceftriaxone,H005,344,118,34.30232558139535,35000000,1510.8438191469759,3.1444163012783974
2021,KPK,A.baumannii,Ceftriaxone,H012,495,53,10.707070707070706,35000000,1331.212753476575,3.6878172925207764
2022,KPK,A.baumannii,Ceftriaxone,H002,561,108,19.25133689839572,35000000,1441.8009012937546,3.168916804366745
2023,KPK,A.baumannii,Ceftriaxone,H018,860,287,33.372093023255815,35000000,1536.025011073798,3.910590594750829
2024,KPK,A.baumannii,Ceftriaxone,H004,970,272,28.04123711340206,35000000,1233.0198695417494,3.1768724381690845
2015,Balochistan,A.baumannii,Ceftriaxone,H042,831,131,15.764139590854393,12000000,1659.613748313859,3.651787919923663
2016,Balochistan,A.baumannii,Ceftriaxone,H047,172,15,8.720930232558139,12000000,1218.008969211951,2.5221107865218073
2017,Balochistan,A.baumannii,Ceftriaxone,H023,835,173,20.718562874251496,12000000,1278.6892580799758,3.2345845320960507
2018,Balochistan,A.baumannii,Ceftriaxone,H008,860,183,21.27906976744186,12000000,1448.2833731453866,3.250334865762852
2019,Balochistan,A.baumannii,Ceftriaxone,H001,346,32,9.248554913294797,12000000,1567.1557960566133,2.541946003679186
2020,Balochistan,A.baumannii,Ceftriaxone,H011,519,112,21.57996146435453,12000000,1583.164414577186,3.326597162988037
2021,Balochistan,A.baumannii,Ceftriaxone,H037,310,53,17.096774193548388,12000000,1586.2425961531699,3.3122650902951136
2022,Balochistan,A.baumannii,Ceftriaxone,H011,133,19,14.285714285714285,12000000,1256.1562724411488,3.489930505515076
2023,Balochistan,A.baumannii,Ceftriaxone,H015,288,65,22.569444444444446,12000000,1452.5492096319795,2.59579026105348
2024,Balochistan,A.baumannii,Ceftriaxone,H015,795,183,23.0188679245283,12000000,1221.1922203190625,3.8713372292695567
